task_id,fold,model,mean_pinball_loss,held_month
4,4,lightgbm,5.540421630716267,2010-11
4,4,xgboost,5.390303859445605,2010-11
4,5,baseline_empirical_climatology,21.517644239437384,2010-12
4,5,linear_qr,18.046501663985097,2010-12
4,5,lightgbm,16.81737435854399,2010-12
4,5,xgboost,16.552460337068087,2010-12
5,0,baseline_empirical_climatology,6.528140660367112,2010-08
5,0,linear_qr,5.976950212398051,2010-08
5,0,lightgbm,7.317552998005397,2010-08
5,0,xgboost,7.0761535066626235,2010-08
5,1,baseline_empirical_climatology,7.44736753198653,2010-09
5,1,linear_qr,6.522261491430784,2010-09
5,1,lightgbm,6.288274409519973,2010-09
5,1,xgboost,6.274266484254137,2010-09
5,2,baseline_empirical_climatology,3.2958556302270012,2010-10
5,2,linear_qr,4.146940366138693,2010-10
5,2,lightgbm,5.220640163896636,2010-10
5,2,xgboost,5.2981254000001,2010-10
5,3,baseline_empirical_climatology,5.094703429292928,2010-11
5,3,linear_qr,5.160755486932072,2010-11
5,3,lightgbm,5.540421630716267,2010-11
5,3,xgboost,5.390303859445605,2010-11
5,4,baseline_empirical_climatology,21.517644239437384,2010-12
5,4,linear_qr,18.046501663985097,2010-12
5,4,lightgbm,16.81737435854399,2010-12
5,4,xgboost,16.552460337068087,2010-12
5,5,baseline_empirical_climatology,12.49223769048007,2011-01
5,5,linear_qr,11.061499515965988,2011-01
5,5,lightgbm,9.84951812425863,2011-01
5,5,xgboost,10.000470628494988,2011-01
6,0,baseline_empirical_climatology,7.44736753198653,2010-09
6,0,linear_qr,6.522261491430784,2010-09
6,0,lightgbm,6.288274409519973,2010-09
6,0,xgboost,6.274266484254137,2010-09
6,1,baseline_empirical_climatology,3.2958556302270012,2010-10
6,1,linear_qr,4.146940366138693,2010-10
6,1,lightgbm,5.220640163896636,2010-10
6,1,xgboost,5.2981254000001,2010-10
6,2,baseline_empirical_climatology,5.094703429292928,2010-11
6,2,linear_qr,5.160755486932072,2010-11
6,2,lightgbm,5.540421630716267,2010-11
6,2,xgboost,5.390303859445605,2010-11
6,3,baseline_empirical_climatology,21.517644239437384,2010-12
6,3,linear_qr,18.046501663985097,2010-12
6,3,lightgbm,16.81737435854399,2010-12
6,3,xgboost,16.552460337068087,2010-12
6,4,baseline_empirical_climatology,12.49223769048007,2011-01
6,4,linear_qr,11.061499515965988,2011-01
6,4,lightgbm,9.84951812425863,2011-01
6,4,xgboost,10.000470628494988,2011-01
6,5,baseline_empirical_climatology,9.352561566859066,2011-02
6,5,linear_qr,10.946600497752591,2011-02
6,5,lightgbm,11.964694833811203,2011-02
6,5,xgboost,11.612239165186061,2011-02
7,0,baseline_empirical_climatology,3.2958556302270012,2010-10
7,0,linear_qr,4.146940366138693,2010-10
7,0,lightgbm,5.220640163896636,2010-10
7,0,xgboost,5.2981254000001,2010-10
7,1,baseline_empirical_climatology,5.094703429292928,2010-11
7,1,linear_qr,5.160755486932072,2010-11
7,1,lightgbm,5.540421630716267,2010-11
7,1,xgboost,5.390303859445605,2010-11
7,2,baseline_empirical_climatology,21.517644239437384,2010-12
7,2,linear_qr,18.046501663985097,2010-12
7,2,lightgbm,16.81737435854399,2010-12
7,2,xgboost,16.552460337068087,2010-12
7,3,baseline_empirical_climatology,12.49223769048007,2011-01
7,3,linear_qr,11.061499515965988,2011-01
7,3,lightgbm,9.84951812425863,2011-01
7,3,xgboost,10.000470628494988,2011-01
7,4,baseline_empirical_climatology,9.352561566859066,2011-02
7,4,linear_qr,10.946600497752591,2011-02
7,4,lightgbm,11.964694833811203,2011-02
7,4,xgboost,11.612239165186061,2011-02
7,5,baseline_empirical_climatology,7.387821418214402,2011-03
7,5,linear_qr,7.704508807481991,2011-03
7,5,lightgbm,7.819373961046406,2011-03
7,5,xgboost,7.975843795205149,2011-03
8,0,baseline_empirical_climatology,5.094703429292928,2010-11
8,0,linear_qr,5.160755486932072,2010-11
8,0,lightgbm,5.540421630716267,2010-11
8,0,xgboost,5.390303859445605,2010-11
8,1,baseline_empirical_climatology,21.517644239437384,2010-12
8,1,linear_qr,18.046501663985097,2010-12
8,1,lightgbm,16.81737435854399,2010-12
8,1,xgboost,16.552460337068087,2010-12
8,2,baseline_empirical_climatology,12.49223769048007,2011-01
8,2,linear_qr,11.061499515965988,2011-01
8,2,lightgbm,9.84951812425863,2011-01
8,2,xgboost,10.000470628494988,2011-01
8,3,baseline_empirical_climatology,9.352561566859066,2011-02
8,3,linear_qr,10.946600497752591,2011-02
8,3,lightgbm,11.964694833811203,2011-02
8,3,xgboost,11.612239165186061,2011-02
8,4,baseline_empirical_climatology,7.387821418214402,2011-03
8,4,linear_qr,7.704508807481991,2011-03
8,4,lightgbm,7.819373961046406,2011-03
8,4,xgboost,7.975843795205149,2011-03
8,5,baseline_empirical_climatology,4.745421551066218,2011-04
8,5,linear_qr,5.231787964370471,2011-04
8,5,lightgbm,4.890125559766965,2011-04
8,5,xgboost,4.871408416711655,2011-04
9,0,baseline_empirical_climatology,21.517644239437384,2010-12
9,0,linear_qr,18.046501663985097,2010-12
9,0,lightgbm,16.81737435854399,2010-12
9,0,xgboost,16.552460337068087,2010-12
9,1,baseline_empirical_climatology,12.49223769048007,2011-01
9,1,linear_qr,11.061499515965988,2011-01
9,1,lightgbm,9.84951812425863,2011-01
9,1,xgboost,10.000470628494988,2011-01
9,2,baseline_empirical_climatology,9.352561566859066,2011-02
9,2,linear_qr,10.946600497752591,2011-02
9,2,lightgbm,11.964694833811203,2011-02
9,2,xgboost,11.612239165186061,2011-02
9,3,baseline_empirical_climatology,7.387821418214402,2011-03
9,3,linear_qr,7.704508807481991,2011-03
9,3,lightgbm,7.819373961046406,2011-03
9,3,xgboost,7.975843795205149,2011-03
9,4,baseline_empirical_climatology,4.745421551066218,2011-04
9,4,linear_qr,5.231787964370471,2011-04
9,4,lightgbm,4.890125559766965,2011-04
9,4,xgboost,4.871408416711655,2011-04
9,5,baseline_empirical_climatology,8.54037548387097,2011-05
9,5,linear_qr,8.64729449958211,2011-05
9,5,lightgbm,7.838457608268819,2011-05
9,5,xgboost,8.039039003461895,2011-05
10,0,baseline_empirical_climatology,12.49223769048007,2011-01
10,0,linear_qr,11.061499515965988,2011-01
10,0,lightgbm,9.84951812425863,2011-01
10,0,xgboost,10.000470628494988,2011-01
10,1,baseline_empirical_climatology,9.352561566859066,2011-02
10,1,linear_qr,10.946600497752591,2011-02
10,1,lightgbm,11.964694833811203,2011-02
10,1,xgboost,11.612239165186061,2011-02
10,2,baseline_empirical_climatology,7.387821418214402,2011-03
10,2,linear_qr,7.704508807481991,2011-03
10,2,lightgbm,7.819373961046406,2011-03
10,2,xgboost,7.975843795205149,2011-03
10,3,baseline_empirical_climatology,4.745421551066218,2011-04
10,3,linear_qr,5.231787964370471,2011-04
10,3,lightgbm,4.890125559766965,2011-04
10,3,xgboost,4.871408416711655,2011-04
10,4,baseline_empirical_climatology,8.54037548387097,2011-05
10,4,linear_qr,8.64729449958211,2011-05
10,4,lightgbm,7.838457608268819,2011-05
10,4,xgboost,8.039039003461895,2011-05
10,5,baseline_empirical_climatology,7.1569656304713805,2011-06
10,5,linear_qr,6.645989104955323,2011-06
10,5,lightgbm,6.679940778551999,2011-06
10,5,xgboost,6.564113085027852,2011-06
11,0,baseline_empirical_climatology,9.352561566859066,2011-02
11,0,linear_qr,10.946600497752591,2011-02
11,0,lightgbm,11.964694833811203,2011-02
11,0,xgboost,11.612239165186061,2011-02
11,1,baseline_empirical_climatology,7.387821418214402,2011-03
11,1,linear_qr,7.704508807481991,2011-03
11,1,lightgbm,7.819373961046406,2011-03
11,1,xgboost,7.975843795205149,2011-03
11,2,baseline_empirical_climatology,4.745421551066218,2011-04
11,2,linear_qr,5.231787964370471,2011-04
11,2,lightgbm,4.890125559766965,2011-04
11,2,xgboost,4.871408416711655,2011-04
11,3,baseline_empirical_climatology,8.54037548387097,2011-05
11,3,linear_qr,8.64729449958211,2011-05
11,3,lightgbm,7.838457608268819,2011-05
11,3,xgboost,8.039039003461895,2011-05
11,4,baseline_empirical_climatology,7.1569656304713805,2011-06
11,4,linear_qr,6.645989104955323,2011-06
11,4,lightgbm,6.679940778551999,2011-06
11,4,xgboost,6.564113085027852,2011-06
11,5,baseline_empirical_climatology,9.578828491365266,2011-07
11,5,linear_qr,8.127962081892266,2011-07
11,5,lightgbm,8.305223343673205,2011-07
11,5,xgboost,8.343103860717202,2011-07
12,0,baseline_empirical_climatology,7.387821418214402,2011-03
12,0,linear_qr,7.704508807481991,2011-03
12,0,lightgbm,7.819373961046406,2011-03
12,0,xgboost,7.975843795205149,2011-03
12,1,baseline_empirical_climatology,4.745421551066218,2011-04
12,1,linear_qr,5.231787964370471,2011-04
12,1,lightgbm,4.890125559766965,2011-04
12,1,xgboost,4.871408416711655,2011-04
12,2,baseline_empirical_climatology,8.54037548387097,2011-05
12,2,linear_qr,8.64729449958211,2011-05
12,2,lightgbm,7.838457608268819,2011-05
12,2,xgboost,8.039039003461895,2011-05
12,3,baseline_empirical_climatology,7.1569656304713805,2011-06
12,3,linear_qr,6.645989104955323,2011-06
12,3,lightgbm,6.679940778551999,2011-06
12,3,xgboost,6.564113085027852,2011-06
12,4,baseline_empirical_climatology,9.578828491365266,2011-07
12,4,linear_qr,8.127962081892266,2011-07
12,4,lightgbm,8.305223343673205,2011-07
12,4,xgboost,8.343103860717202,2011-07
12,5,baseline_empirical_climatology,11.629996797002281,2011-08
12,5,linear_qr,12.436921367393492,2011-08
12,5,lightgbm,11.095716758381657,2011-08
12,5,xgboost,11.62410264649496,2011-08
13,0,baseline_empirical_climatology,4.745421551066218,2011-04
13,0,linear_qr,5.231787964370471,2011-04
13,0,lightgbm,4.890125559766965,2011-04
13,0,xgboost,4.871408416711655,2011-04
13,1,baseline_empirical_climatology,8.54037548387097,2011-05
13,1,linear_qr,8.64729449958211,2011-05
13,1,lightgbm,7.838457608268819,2011-05
13,1,xgboost,8.039039003461895,2011-05
13,2,baseline_empirical_climatology,7.1569656304713805,2011-06
13,2,linear_qr,6.645989104955323,2011-06
13,2,lightgbm,6.679940778551999,2011-06
13,2,xgboost,6.564113085027852,2011-06
13,3,baseline_empirical_climatology,9.578828491365266,2011-07
13,3,linear_qr,8.127962081892266,2011-07
13,3,lightgbm,8.305223343673205,2011-07
13,3,xgboost,8.343103860717202,2011-07
13,4,baseline_empirical_climatology,11.629996797002281,2011-08
13,4,linear_qr,12.436921367393492,2011-08
13,4,lightgbm,11.095716758381657,2011-08
13,4,xgboost,11.62410264649496,2011-08
13,5,baseline_empirical_climatology,6.111981999999999,2011-09
13,5,linear_qr,7.528112516480817,2011-09
13,5,lightgbm,7.530459791324925,2011-09
13,5,xgboost,8.060588006244721,2011-09
14,0,baseline_empirical_climatology,8.54037548387097,2011-05
14,0,linear_qr,8.64729449958211,2011-05
14,0,lightgbm,7.838457608268819,2011-05
14,0,xgboost,8.039039003461895,2011-05
14,1,baseline_empirical_climatology,7.1569656304713805,2011-06
14,1,linear_qr,6.645989104955323,2011-06
14,1,lightgbm,6.679940778551999,2011-06
14,1,xgboost,6.564113085027852,2011-06
14,2,baseline_empirical_climatology,9.578828491365266,2011-07
14,2,linear_qr,8.127962081892266,2011-07
14,2,lightgbm,8.305223343673205,2011-07
14,2,xgboost,8.343103860717202,2011-07
14,3,baseline_empirical_climatology,11.629996797002281,2011-08
14,3,linear_qr,12.436921367393492,2011-08
14,3,lightgbm,11.095716758381657,2011-08
14,3,xgboost,11.62410264649496,2011-08
14,4,baseline_empirical_climatology,6.111981999999999,2011-09
14,4,linear_qr,7.528112516480817,2011-09
14,4,lightgbm,7.530459791324925,2011-09
14,4,xgboost,8.060588006244721,2011-09
14,5,baseline_empirical_climatology,3.718404706473335,2011-10
14,5,linear_qr,5.463353370958414,2011-10
14,5,lightgbm,5.366076603215091,2011-10
14,5,xgboost,5.570259857266814,2011-10
15,0,baseline_empirical_climatology,7.1569656304713805,2011-06
15,0,linear_qr,6.645989104955323,2011-06
15,0,lightgbm,6.679940778551999,2011-06
15,0,xgboost,6.564113085027852,2011-06
15,1,baseline_empirical_climatology,9.578828491365266,2011-07
15,1,linear_qr,8.127962081892266,2011-07
15,1,lightgbm,8.305223343673205,2011-07
15,1,xgboost,8.343103860717202,2011-07
15,2,baseline_empirical_climatology,11.629996797002281,2011-08
15,2,linear_qr,12.436921367393492,2011-08
15,2,lightgbm,11.095716758381657,2011-08
15,2,xgboost,11.62410264649496,2011-08
15,3,baseline_empirical_climatology,6.111981999999999,2011-09
15,3,linear_qr,7.528112516480817,2011-09
15,3,lightgbm,7.530459791324925,2011-09
15,3,xgboost,8.060588006244721,2011-09
15,4,baseline_empirical_climatology,3.718404706473335,2011-10
15,4,linear_qr,5.463353370958414,2011-10
15,4,lightgbm,5.366076603215091,2011-10
15,4,xgboost,5.570259857266814,2011-10
15,5,baseline_empirical_climatology,5.499891808080808,2011-11
15,5,linear_qr,6.428170164781532,2011-11
15,5,lightgbm,5.539338739561886,2011-11
15,5,xgboost,5.771676149101059,2011-11
